PLAYER_NAME;POSICIÓN;YEAR;AGE;GP;W;L;W_PCT;MIN;FGM;FGA;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;PLUS_MINUS;DD2;TD3;DEF_RATING;DREB_PCT;PCT_DREB;PCT_STL;PCT_BLK;OPP_PTS_OFF_TOV;OPP_PTS_2ND_CHANCE;OPP_PTS_FB;OPP_PTS_PAINT;DEF_WS
Jameer Nelson;PG;2007;25;77;37;40;0,481;30,3;4,9;11,4;0,43;0,8;2,5;0,335;2,4;2,9;0,828;0,6;2,4;3,1;4,3;2,4;0,9;0,1;0,8;2,9;2,6;13;-0,2;0;0;103,5;0,084;0,126;0,23;0,021;11,4;6,7;8,3;20,7;0,097
James Jones;SF;2007;26;76;58;18;0,763;18,1;2,1;5,8;0,368;1,2;3,1;0,378;0,9;1,1;0,877;0,4;1,9;2,3;0,6;0,4;0,4;0,6;0,2;1,5;1,3;6,4;2,1;0;0;100,6;0,1;0,165;0,141;0,298;5,6;5,7;3,4;15,4;0,073
James Lang;C;2007;23;11;7;4;0,636;5;0,4;0,8;0,444;0;0;0;0,3;0,5;0,6;0,5;0,5;1;0,2;0,2;0;0,3;0,2;1,3;0,4;1;0;0;0;107,4;0,092;0,194;0;0,5;1,4;2,6;0,5;3,6;0,01
James Posey;SF;2007;30;71;40;31;0,563;27;2,6;6,1;0,431;1,4;3,6;0,375;1,1;1,4;0,827;0,9;4,1;5;1,3;0,8;1;0,3;0,2;2,7;2;7,7;-0,4;1;0;102,6;0,157;0,242;0,241;0,123;9,7;6,8;6,8;18,8;0,094
James Singleton;PF;2007;25;53;27;26;0,509;7,1;0,6;1,5;0,366;0,1;0,3;0,214;0,4;0,5;0,759;0,7;1,3;2;0,3;0,3;0,3;0,3;0;0,8;0,5;1,6;-0,2;0;0;97,6;0,194;0,279;0,246;0,37;2,2;1,8;1;5;0,037
James White;SG;2007;24;6;4;2;0,667;22,8;3;6,8;0,439;0,3;1,2;0,286;2;2,5;0,8;0,5;2,8;3,3;0,8;0,8;0,5;0,2;0,5;1,2;2;8,3;-3,7;0;0;105,8;0,128;0,187;0,214;0,091;7;4,7;8;19;0,056
Jannero Pargo;PG;2007;27;82;39;43;0,476;20,9;3,5;8,4;0,409;1;2,5;0,388;1,3;1,5;0,852;0,2;2;2,2;2,5;1,5;0,6;0;0,4;1,5;1,4;9,2;-1,1;1;0;100,7;0,096;0,144;0,237;0,025;7,1;5,5;4,4;14,8;0,083
Jared Jeffries;SF;2007;25;55;21;34;0,382;23,8;1,7;3,7;0,461;0;0,4;0,1;0,6;1,2;0,456;2;2,3;4,3;1,2;1,1;0,8;0,5;0,3;2,7;1,3;4,1;-3,1;0;0;108,7;0,107;0,16;0,25;0,341;9,5;6;4,5;17,9;0,037
Jared Reiner;C;2007;25;27;8;19;0,296;9;0,6;1,6;0,349;0;0;0;0,1;0,4;0,3;0,8;1,9;2,6;0,5;0,5;0,2;0,2;0,4;1,7;0,3;1,2;-2,7;0;0;113,8;0,218;0,37;0,122;0,429;3,5;3,3;3,4;9;0
Jarrett Jack;PG;2007;23;79;30;49;0,38;33,6;4,1;8,9;0,454;0,8;2,3;0,35;3,1;3,5;0,871;0,2;2,4;2,6;5,3;2,4;1,1;0,1;0,4;2,6;2,7;12;-3,8;3;0;108,8;0,081;0,124;0,243;0,036;13,7;8,9;10,2;29,1;0,051
Jarron Collins;C;2007;28;82;51;31;0,622;11,1;0,9;2,1;0,441;0;0;0;0,7;1;0,651;0,9;1,2;2,1;0,7;0,5;0,2;0,1;0,2;1,8;1,4;2,5;1,3;0;0;96,1;0,126;0,184;0,09;0,116;3,8;2;2,6;7,2;0,061
Jarvis Hayes;SF;2007;25;81;40;41;0,494;20,1;2,8;6,7;0,41;0,8;2,3;0,361;0,9;1;0,845;0,5;2,1;2,6;1;0,7;0,6;0,2;0,2;2;0,9;7,2;-2,2;0;0;109,8;0,109;0,176;0,2;0,089;6,5;6,4;5,2;16,9;0,024
Jason Collins;PF;2007;28;80;40;40;0,5;23;0,7;1,9;0,364;0;0;0;0,7;1,6;0,465;1,1;2,8;4;0,6;0,9;0,5;0,5;0,3;3,4;1,9;2,1;0,9;0;0;100,8;0,129;0,186;0,165;0,306;7,2;5,5;4,7;15,4;0,091
Jason Hart;PG;2007;29;36;15;21;0,417;23,5;2,8;6,2;0,446;0,2;0,8;0,241;1,2;1,3;0,894;0,4;2,3;2,7;2,9;1,1;1,2;0;0,3;2,3;1,3;6,9;-1,1;0;0;105,7;0,109;0,163;0,314;0,013;8,7;6,2;4,8;19,3;0,058
Jason Kapono;SF;2007;26;67;34;33;0,507;26,4;4,1;8,4;0,494;1,6;3,1;0,514;1;1,1;0,892;0,4;2,3;2,7;1,2;1;0,6;0;0,2;2;0,9;10,9;-0,3;2;0;104,5;0,087;0,136;0,154;0,01;9,2;7,7;7,2;20,7;0,076
Jason Kidd;SF;2007;34;80;41;39;0,513;36,7;4,6;11,4;0,406;1,6;4,5;0,343;2,2;2,9;0,778;1,7;6,5;8,2;9,2;2,7;1,6;0,3;0,4;1,8;2,4;13;1,1;32;12;104,9;0,186;0,276;0,335;0,111;12,2;9;8,2;26,8;0,099
Jason Maxiell;C;2007;24;67;44;23;0,657;14,1;2;3,9;0,5;0;0;0;1,1;2;0,526;1,3;1,5;2,8;0,2;0,8;0,4;0,9;0,3;1,6;1,8;5;0,8;2;0;97,2;0,103;0,166;0,222;0,429;4,8;4,4;3,1;10,1;0,074
Jason Richardson;SG;2007;26;51;29;22;0,569;32,8;6;14,4;0,417;2,2;5,9;0,367;1,8;2,7;0,657;1,4;3,7;5,1;3,4;1,6;1,1;0,6;0,6;2,5;2,2;16;2;4;0;104,4;0,111;0,181;0,163;0,167;12,2;11,2;8,9;30,1;0,095
Jason Terry;SG;2007;29;81;67;14;0,827;35,1;6,3;13,1;0,484;2;4,6;0,438;2;2,5;0,804;0,5;2,3;2,9;5,2;1,9;1;0,2;0,3;2,1;2,3;16,7;7;6;0;102;0,072;0,105;0,209;0,057;10,6;7,9;8,8;27,8;0,126
Jason Williams;PG;2007;31;61;34;27;0,557;30,6;3,9;9,3;0,413;1,6;4,8;0,339;1,5;1,7;0,913;0,3;2;2,3;5,3;1,6;1;0;0,2;1,1;1,2;10,9;0,6;4;0;103,6;0,066;0,101;0,224;0,005;9,9;8,7;8;23,6;0,096
Jeff Foster;C;2007;30;75;32;43;0,427;23,2;1,6;3,5;0,469;0;0;0;1;1,6;0,639;3,4;4,7;8,1;0,8;0,9;0,8;0,5;0,3;2,7;1,8;4,3;-0,9;1;0;103,1;0,222;0,328;0,221;0,201;8,5;5,4;6,4;18,5;0,075
Jeff McInnis;PG;2007;32;38;17;21;0,447;18,5;1,9;4,8;0,392;0;0,2;0,125;0,6;0,8;0,688;0,4;1,3;1,6;3,3;1,1;0,4;0;0,2;1,9;0,9;4,3;-2,6;0;0;106,5;0,074;0,122;0,163;0;7,1;5;6;17,5;0,041
Jermaine O'Neal;C;2007;28;69;32;37;0,464;35,6;7,2;16,5;0,436;0;0,1;0;5;6,5;0,767;2,2;7,4;9,6;2,4;2,9;0,7;2,6;1,4;3,4;6,1;19,4;0,1;34;0;102,6;0,214;0,328;0,141;0,593;11,8;10,1;8,8;28,1;0,12
Jerome James;C;2007;31;41;19;22;0,463;6,7;0,8;1,9;0,418;0;0;0;0,2;0,4;0,556;0,5;1,1;1,6;0,1;0,6;0,1;0,4;0,2;1,8;0,4;1,9;-1,7;0;0;97,4;0,16;0,238;0,162;0,6;2,2;1,4;1,1;4,2;0,034
Jerry Stackhouse;SF;2007;32;67;55;12;0,821;24,1;4,2;9,8;0,428;0,9;2,4;0,383;2,7;3,2;0,847;0,6;1,6;2,2;2,8;1,7;0,8;0,1;0,6;1,2;2,5;12;3,9;0;0;100,8;0,07;0,104;0,213;0,058;8,1;5,8;7,2;19,5;0,099
JJ Redick;SF;2007;23;42;19;23;0,452;14,8;1,9;4,6;0,41;0,9;2,3;0,388;1,3;1,4;0,9;0,2;1;1,2;0,9;0,5;0,3;0;0,1;1,2;0,9;6;0;0;0;103,1;0,07;0,11;0,138;0;5,6;4;3,1;10,9;0,05
Joe Johnson;SG;2007;26;57;21;36;0,368;41,4;9,4;20;0,471;2,1;5,5;0,381;4,1;5,5;0,748;0,9;3,3;4,2;4,4;3,1;1,1;0,2;0,8;2;4,8;25;-3,1;2;0;106,8;0,084;0,135;0,164;0,043;14,8;12,3;10,9;36,8;0,087
Joe Smith;PF;2007;31;65;36;29;0,554;23,1;3,3;7,3;0,449;0;0,1;0;1,9;2,3;0,845;1,8;4,3;6,2;0,8;1,2;0,6;0,4;0,3;2,3;2,6;8,5;0,1;8;0;101,7;0,194;0,299;0,178;0,216;8,6;6,3;6;19,4;0,087
Joel Przybilla;C;2007;27;43;19;24;0,442;16,3;0,9;1,8;0,474;0;0;0;0,2;0,6;0,37;1,4;2,5;3,9;0,3;0,9;0,2;1,6;0,4;2,9;1;2;-0,7;0;0;101,8;0,172;0,251;0,115;0,817;6,8;3,9;5;13,4;0,058
Joey Graham;SF;2007;25;79;47;32;0,595;16,7;2,4;4,9;0,495;0,1;0,4;0,29;1,4;1,7;0,84;0,7;2,4;3,1;0,6;0,6;0,4;0,1;0,3;2;1,3;6,4;0,9;1;0;102;0,153;0,228;0,158;0,043;5,2;3,8;4,3;13,1;0,062
Johan Petro;C;2007;21;81;31;50;0,383;18,6;2,8;5,4;0,516;0;0;0;0,6;1;0,649;1,1;3;4,1;0,6;1;0,5;0,6;0,2;2,9;0,9;6,2;-2,8;3;0;106,9;0,175;0,285;0,157;0,402;7,5;5,8;5,3;17,1;0,039
John Lucas III;PG;2007;24;47;28;19;0,596;8,2;1,3;3,3;0,397;0,3;1,3;0,254;0,3;0,4;0,789;0,2;0,6;0,8;0,7;0,3;0,4;0;0,1;0,8;0,4;3,3;-0,2;0;0;99,6;0,077;0,115;0,288;0;2,6;1,4;1,9;5,3;0,035
John Salmons;SG;2007;27;79;32;47;0,405;27;3;6,5;0,456;0,5;1,4;0,357;2;2,6;0,779;0,6;2,7;3,3;3,2;1,5;0,9;0,3;0,6;2,2;1,9;8,5;-2,3;2;1;106,7;0,104;0,17;0,212;0,188;9;7,9;7,1;22,9;0,058
Jordan Farmar;PG;2007;20;72;37;35;0,514;15,1;1,7;4,1;0,422;0,6;1,9;0,328;0,4;0,5;0,711;0,3;1,3;1,7;1,9;1;0,6;0,1;0,2;1,1;0,7;4,4;0,2;0;0;102,6;0,092;0,149;0,284;0,054;5,7;4,4;3,6;12,9;0,051
Jorge Garbajosa;PF;2007;29;67;36;31;0,537;28,5;3,3;7,9;0,42;1;2,9;0,342;0,9;1,2;0,731;0,7;4,2;4,9;1,9;1;1,2;0,2;0,2;1,3;1,8;8,5;1,4;3;0;101,7;0,155;0,233;0,281;0,096;8,4;7;6,9;24,7;0,105
Jose Calderon;PF;2007;25;77;45;32;0,584;21;3,4;6,6;0,521;0,3;1;0,333;1,5;1,9;0,818;0,3;1,5;1,7;5;1,4;0,8;0,1;0,2;1,8;2;8,7;0,5;7;0;104,7;0,076;0,115;0,264;0,037;6,5;5,3;5,7;17,8;0,059
Josh Boone;PF;2007;22;61;33;28;0,541;11;1,6;2,8;0,579;0;0;0;0,9;1,7;0,544;1;1,8;2,9;0,2;0,5;0,2;0,3;0,3;1,5;1,2;4,2;0,2;1;0;99,4;0,162;0,26;0,121;0,362;3,8;3,3;2,2;8;0,05
Josh Childress;SG;2007;24;55;22;33;0,4;36,8;4,7;9,4;0,504;0,5;1,4;0,338;3;3,8;0,795;2,2;3,9;6,2;2,3;1,5;1,1;0,7;1;2,1;3;13;-2;7;0;105,2;0,112;0,181;0,196;0,15;12,7;10,3;9,7;32,9;0,097
Josh Howard;SF;2007;27;70;57;13;0,814;35,1;7;15,4;0,459;1,3;3,4;0,385;3,5;4,2;0,827;1,9;4,9;6,8;1,8;1,8;1,2;0,8;0,4;2,6;3,7;18,9;6,9;13;0;101,6;0,153;0,225;0,236;0,217;10,7;7,9;9;26,7;0,131
Josh Powell;PF;2007;24;37;16;21;0,432;9,5;1,2;2,5;0,462;0;0;0;0,8;1,1;0,714;0,6;1,7;2,4;0,6;0,8;0,1;0,3;0,3;1,6;0,9;3,1;-3,6;0;0;108,1;0,165;0,286;0,082;0,255;5,3;3,6;3;9,5;0,017
Josh Smith;SF;2007;21;72;28;44;0,389;36,8;6,1;13,8;0,439;0,5;2,1;0,25;3,7;5,4;0,693;2,3;6,3;8,6;3,3;3,2;1,4;2,9;0,7;3,3;4,3;16,4;-2,9;32;0;106,8;0,183;0,29;0,245;0,59;13,4;10,6;10;32,4;0,079
JR Smith;SF;2007;21;63;38;25;0,603;23,4;4,5;10,2;0,441;2,4;6,1;0,39;1,6;2;0,81;0,5;1,8;2,3;1,4;1,3;0,8;0,1;0,4;2,3;1,7;13;1,6;0;0;105;0,075;0,12;0,194;0,063;8,8;7,6;6,5;22,4;0,063
Juan Dixon;SG;2007;28;81;40;41;0,494;23,8;3,7;8,7;0,425;1;2,8;0,35;1,2;1,4;0,871;0,3;1,6;2;1,5;1,2;0,9;0,1;0,4;2,2;1,2;9,6;-1,2;0;0;105,4;0,074;0,116;0,245;0,046;8,4;6,1;6,3;19,4;0,06
Julius Hodge;SG;2007;23;9;2;7;0,222;7,1;0,7;1,3;0,5;0;0;0;0,3;0,4;0,75;0,2;0,7;0,9;1,3;0,3;0,4;0;0,2;0,7;0,2;1,7;-0,6;0;0;101,6;0,079;0,146;0,4;0;2,7;3,1;2,4;6,9;0,028
Jumaine Jones;SF;2007;28;18;14;4;0,778;7,7;0,8;2,8;0,275;0,6;1,8;0,313;0,1;0,1;1;0,3;0,9;1,3;0,1;0,4;0,3;0,1;0,2;1,1;0,3;2,2;-0,8;0;0;102,8;0,133;0,213;0,25;0,125;2,4;2,5;1,8;7;0,026
Junior Harrington;PG;2007;26;29;8;21;0,276;18,7;2;4,7;0,416;0,2;0,9;0,269;1,1;1,6;0,674;0,4;1,9;2,3;3,1;1,8;0,7;0,2;0,3;2,7;1,3;5,2;-0,9;0;0;104,4;0,11;0,167;0,256;0,082;6,7;4,3;4,6;16,1;0,055
Justin Reed;PF;2007;25;41;17;24;0,415;7,8;1;2,6;0,374;0;0;0;0,6;0,7;0,867;0,4;0,8;1,1;0,4;0,5;0,1;0,1;0,5;1,1;0,8;2,6;-1,5;0;0;106;0,103;0,158;0,109;0,115;2,8;2,3;2,1;6,9;0,02
Justin Williams;C;2007;23;26;7;19;0,269;12,8;2,1;3,4;0,614;0;0;0;0,9;2,4;0,365;2;2,5;4,4;0,1;0,6;0,2;0,6;0,3;2;1,5;5;-2,3;2;0;112,4;0,204;0,315;0,104;0,533;4,8;4,3;3,7;12,2;0,005
Juwan Howard;PF;2007;34;80;52;28;0,65;26,5;3,9;8,3;0,465;0;0;0;1,9;2,4;0,824;1,7;4,2;5,9;1,6;1,4;0,4;0,1;0,5;2,6;1,7;9,7;0,9;9;0;102,9;0,162;0,242;0,099;0,051;8,2;6,6;5,3;18,7;0,087
Keith Bogans;SG;2007;27;59;29;30;0,492;16,8;1,7;4,2;0,404;0,9;2,3;0,387;0,8;1,1;0,746;0,3;1,3;1,6;1;0,8;0,5;0;0,2;1,7;0,7;5,1;0,8;0;0;101,1;0,084;0,128;0,201;0,022;5,8;3,9;5,1;11,1;0,066
Keith McLeod;PG;2007;27;48;17;31;0,354;15;1,5;3,9;0,388;0,3;0,9;0,356;1,4;1,6;0,885;0,1;0,8;0,9;1,9;1;0,5;0,1;0,1;1,1;1,3;4,8;-0,6;0;0;104,5;0,056;0,088;0,229;0,068;6;4;3,7;13,9;0,045
Kelenna Azubuike;SG;2007;23;41;18;23;0,439;16,3;2,4;5,4;0,445;0,8;1,9;0,43;1,5;1,9;0,782;0,6;1,7;2,3;0,7;1;0,5;0,2;0,4;1,2;1,4;7,1;-3,9;0;0;109,3;0,097;0,161;0,186;0,123;7,1;5,9;4,5;14,5;0,022
Kelvin Cato;C;2007;32;18;8;10;0,444;5,3;0,4;1,2;0,318;0;0;0;0,4;0,7;0,667;0,7;1,1;1,7;0;0,3;0,2;0,6;0,1;0,6;0,4;1,2;-1,2;0;0;94;0,179;0,264;0,188;0,588;1,4;1,9;0,7;3,4;0,035
Kendrick Perkins;C;2007;22;72;19;53;0,264;21,9;1,8;3,7;0,491;0;0;0;0,8;1,4;0,6;1,6;3,6;5,2;1,3;1,6;0,3;1,3;0,3;3;1,3;4,5;-1,7;5;0;102,3;0,173;0,263;0,098;0,519;8;5,4;5,6;18,3;0,077
Kenny Thomas;PF;2007;29;62;25;37;0,403;22,8;2,4;4,9;0,482;0;0;0;0,6;1,2;0,513;2,2;3,9;6,1;1,2;1,5;0,7;0,3;0,5;2,3;1,2;5,3;-2,9;4;0;108,4;0,191;0,296;0,159;0,219;7,8;6;6,1;21,3;0,037
Kevin Garnett;PF;2007;31;76;32;44;0,421;39,4;8,4;17,6;0,476;0,2;0,7;0,214;5,5;6,6;0,835;2,4;10,4;12,8;4,1;2,7;1,2;1,7;0,7;2,4;5,4;22,4;0,1;66;3;104,4;0,275;0,426;0,226;0,506;13,6;10,8;8,8;31,9;0,112
Kevin Martin;SG;2007;24;80;32;48;0,4;35,2;6,3;13,3;0,473;1,6;4,2;0,381;6;7,1;0,844;0,9;3,4;4,3;2,2;1,7;1,2;0,1;0,7;2,3;5;20,2;-2,1;2;0;107,9;0,104;0,164;0,203;0,062;11,4;9,4;9,4;33,2;0,064
Kevin Ollie;PG;2007;34;53;19;34;0,358;17,3;1,5;3,5;0,433;0;0;0;0,7;0,8;0,822;0,2;1,2;1,4;2,5;0,9;0,4;0;0,2;1,4;1;3,8;-3,2;0;0;105;0,078;0,128;0,141;0,011;6,7;5,4;3,8;15,2;0,047
Kevin Willis;PF;2007;44;5;3;2;0,6;8,5;1;2,6;0,385;0;0;0;0,4;0,4;1;0,4;1,2;1,6;0,2;0,4;0,4;0,2;0;2,2;0,4;2,4;1,2;0;0;106,4;0,171;0,333;0,4;0,333;3,4;1;1;5,6;0,019
Kevinn Pinkney;PF;2007;23;6;0;6;0;16,7;2;4,5;0,444;0,2;0,3;0,5;1;1,5;0,667;1,2;1,3;2,5;0,8;0,7;0,5;0,5;0,3;2;1,3;5,2;0,8;0;0;101;0,101;0,16;0,2;0,6;6,7;4,7;3,5;14,3;0,065
Keyon Dooling;SG;2007;27;66;33;33;0,5;21,7;2,8;6,9;0,41;0,5;1,5;0,323;1,7;2,1;0,809;0,3;1;1,3;1,7;1,1;0,8;0,2;0,4;1,9;1,8;7,9;0,3;0;0;103,5;0,048;0,078;0,237;0,092;8,2;5,7;6;16,2;0,069
Kirk Hinrich;PG;2007;26;80;48;32;0,6;35,5;5,9;13,3;0,448;1,8;4,2;0,415;3;3,6;0,835;0,4;3;3,4;6,3;2,4;1,3;0,3;0,7;3,4;3,5;16,6;4;10;0;98,7;0,086;0,129;0,227;0,07;12,1;9,3;7,8;26,3;0,165
Kirk Snyder;SF;2007;24;39;23;16;0,59;14,4;1,7;3,7;0,452;0,3;1,1;0,25;1,3;1,9;0,653;0,4;1,7;2,1;1;0,7;0,3;0,3;0,3;1,3;1,3;4,9;-1,2;0;0;101,8;0,122;0,182;0,117;0,324;4,5;3,9;3,3;9;0,053
Kobe Bryant;SF;2007;28;77;39;38;0,506;40,8;10,6;22,8;0,463;1,8;5,2;0,344;8,7;10;0,868;1;4,7;5,7;5,4;3,3;1,4;0,5;1;2,7;8;31,6;1,3;10;0;106,9;0,118;0,182;0,231;0,108;14,9;11,6;10,3;36,7;0,086
Kris Humphries;PF;2007;22;60;35;25;0,583;11,2;1,5;3,1;0,47;0;0;0;0,9;1,3;0,671;1,3;1,8;3,1;0,3;0,5;0,2;0,4;0,5;1,6;1,3;3,8;-0,7;0;0;105,3;0,172;0,281;0,121;0,488;3,3;3,4;2,8;9,6;0,03
Kurt Thomas;C;2007;34;67;51;16;0,761;18;1,9;3,9;0,486;0;0;0;0,8;1,1;0,789;1,3;4,4;5,7;0,4;0,5;0,4;0,4;0,2;2,3;1,3;4,6;3,7;3;0;100,5;0,239;0,369;0,145;0,305;5,7;4,9;3,4;14,5;0,073
Kwame Brown;C;2007;25;41;24;17;0,585;27,6;3,5;5,9;0,591;0;0;0;1,4;3,3;0,44;2;4;6;1,8;1,9;1;1,2;0,6;3;3,4;8,4;1,8;4;0;107;0,16;0,244;0,21;0,43;10,6;7,9;5,6;24,8;0,056
Kyle Korver;SF;2007;26;74;30;44;0,405;30,9;5;11,4;0,44;1,8;4,1;0,43;2,6;2,8;0,914;0,4;3,1;3,5;1,4;1,6;0,8;0,3;0,4;2,5;2,1;14,4;-2,4;0;0;105,5;0,105;0,17;0,17;0,093;11,9;9,2;7,5;25,8;0,079
Kyle Lowry;PG;2007;21;10;2;8;0,2;17,5;1,4;3,8;0,368;0,3;0,8;0,375;2,5;2,8;0,893;1,2;1,9;3,1;3,2;1,2;1,4;0,1;0,3;2;2,6;5,6;6;0;0;93,3;0,121;0,198;0,368;0,063;5,6;4,7;3,7;12;0,109
Lamar Odom;PF;2007;27;56;30;26;0,536;39,3;5,7;12,2;0,468;1;3,3;0,297;3,5;5,1;0,7;1,8;7,9;9,8;4,8;2,9;0,9;0,6;0,6;3,3;4,1;15,9;1,4;25;1;106;0,207;0,316;0,16;0,159;14;11,2;9,2;35;0,094
LaMarcus Aldridge;C;2007;21;63;24;39;0,381;22,1;3,8;7,6;0,503;0;0;0;1,3;1,8;0,722;2,3;2,7;5;0,4;0,7;0,3;1,2;0,3;3;1,6;9;-0,9;6;0;106;0,138;0,209;0,108;0,541;7,4;5,5;5,8;17,7;0,054
Larry Hughes;SG;2007;28;70;44;26;0,629;37,1;5,4;13,6;0,4;1,1;3,2;0,333;3;4,4;0,676;0,6;3,2;3,8;3,7;2,2;1,3;0,4;0,8;2,3;3,3;14,9;3,1;1;0;100,3;0,093;0,136;0,213;0,11;11;8,9;8,1;30,2;0,154
Lawrence Roberts;PF;2007;24;54;14;40;0,259;17,9;1,7;3,9;0,452;0;0;0;1,8;2,4;0,725;1,9;3;4,8;0,6;0,7;0,7;0,2;0,7;2,5;1,8;5,2;-0,7;0;0;106,8;0,18;0,276;0,273;0,14;7,3;5;5,2;16,8;0,038
Leandro Barbosa;SG;2007;24;80;59;21;0,738;32,7;6,6;13,9;0,476;2,4;5,5;0,434;2,5;2,9;0,845;0,3;2,4;2,7;4;1,8;1,2;0,2;0,6;2,6;2,9;18,1;5,8;5;0;104,4;0,072;0,116;0,26;0,06;10,4;10;6,7;28,1;0,095
LeBron James;SF;2007;22;78;47;31;0,603;40,9;9,9;20,8;0,476;1,3;4;0,319;6,3;9;0,698;1,1;5,7;6,7;6;3,2;1,6;0,7;0,6;2,2;6,6;27,3;4,8;16;1;99,9;0,147;0,218;0,255;0,192;11,8;9,9;8,7;32;0,174
Leon Powe;C;2007;23;63;19;44;0,302;11,4;1,3;2,8;0,446;0;0;0;1,7;2,3;0,736;1,5;1,9;3,4;0,2;0,7;0,2;0,3;0,2;1,7;2;4,2;-0,6;1;0;96,8;0,187;0,3;0,112;0,349;4,2;2,9;2,8;9,6;0,061
Linas Kleiza;PF;2007;22;79;42;37;0,532;18,8;2,5;6;0,422;1,1;2,8;0,376;1,5;1,7;0,852;1;2,4;3,4;0,6;1;0,4;0,2;0,4;2,5;1,1;7,6;0,9;1;0;102,1;0,126;0,193;0,114;0,109;7,6;4,5;6,3;16,7;0,068
Lindsey Hunter;PG;2007;36;52;36;16;0,692;14,3;1,8;4,7;0,385;0,7;2,3;0,319;0,6;0,6;0,909;0,2;0,7;0,9;1,8;0,7;0,7;0,1;0,2;1,1;0,8;4,9;-1,4;0;0;102,4;0,054;0,085;0,281;0,091;4,8;3,8;3,8;10,8;0,052
Linton Johnson;PF;2007;27;54;27;27;0,5;13,3;1,7;3,5;0,489;0,2;0,6;0,333;0,6;0,7;0,811;1;2,1;3;0,3;0,5;0,6;0,3;0,1;1,9;0,6;4,2;0;0;0;99,3;0,16;0,252;0,282;0,269;4,8;3,7;3,3;9,2;0,061
Lorenzen Wright;C;2007;31;67;23;44;0,343;15,5;1,2;2,7;0,448;0;0;0;0,1;0,5;0,281;1,3;2;3,2;0,6;0,6;0,4;0,4;0,3;3;0,7;2,6;-2,1;0;0;104,6;0,14;0,225;0,16;0,262;5,4;4,9;3,7;13,1;0,043
Lou Amundson;PF;2007;24;11;6;5;0,545;8,1;0,5;1,4;0,4;0;0;0;0,4;0,9;0,4;1,2;1,4;2,5;0,1;0,5;0,1;0,7;0,4;1,4;1,1;1,5;-2,1;0;0;102,3;0,161;0,273;0,091;0,8;3;1,8;1,6;5,8;0,029
Lou Williams;PG;2007;20;61;23;38;0,377;11,3;1,5;3,5;0,441;0,2;0,6;0,324;1;1,5;0,696;0,3;0,9;1,1;1,8;0,8;0,4;0;0,4;0,7;1,4;4,3;0,6;0;0;96,4;0,081;0,123;0,216;0,017;3,9;2,6;2,5;9;0,063
Luke Jackson;SF;2007;25;13;8;5;0,615;10,6;1,5;3,3;0,442;0,4;1,3;0,294;0,4;0,7;0,556;0,2;0,6;0,8;1;0,5;0,4;0,1;0,2;1,2;0,8;3,7;-1,8;0;0;107,8;0,061;0,096;0,25;0,083;3,8;3,2;2,7;9,7;0,02
Luke Ridnour;PG;2007;26;71;29;42;0,408;29,5;4,2;9,8;0,433;0,7;2;0,353;1,8;2,2;0,805;0,4;1,9;2,3;5,2;2,2;1,2;0,3;0,5;2,5;2,3;11;-2,3;6;0;108,3;0,069;0,111;0,249;0,116;10,3;9,6;7,1;27,5;0,05
Luke Schenscher;C;2007;25;11;4;7;0,364;10,7;0,6;2,1;0,304;0;0;0;0,5;0,6;0,714;0,9;1,4;2,3;0,1;0,4;0,2;0,4;0,4;2,3;0,6;1,7;-0,2;0;0;102,1;0,132;0,246;0,1;0,5;3,7;4,3;3,5;8,7;0,041
Luke Walton;SF;2007;27;60;35;25;0,583;33;4,4;9,3;0,474;0,8;2,1;0,387;1,8;2,4;0,745;1,5;3,6;5;4,3;2;1;0,4;0,6;2;2,3;11,4;0,2;5;0;106,8;0,11;0,172;0,197;0,096;12,7;10,3;9,1;31,3;0,072
Luol Deng;SF;2007;22;82;49;33;0,598;37,5;7,7;14,9;0,517;0;0,1;0,143;3,4;4,4;0,777;1,8;5,3;7,1;2,5;1,9;1,2;0,6;1;2;3,8;18,8;5,1;17;0;98,2;0,141;0,211;0,208;0,139;12,9;9,5;8,4;27,8;0,18
Luther Head;SG;2007;24;80;51;29;0,638;27,6;3,8;8,8;0,437;2,2;5;0,441;1;1,3;0,79;0,4;2,8;3,2;2,4;1,7;1;0,1;0,5;1,7;1,1;10,9;0,6;0;0;101,8;0,1;0,152;0,248;0,029;9,6;7;6,1;20,3;0,103
Lynn Greer;SG;2007;27;41;10;31;0,244;10,5;1,5;3,4;0,433;0,4;1,3;0,346;0,7;0,8;0,844;0;0,6;0,7;1,3;0,4;0,4;0;0,1;0,8;0,8;4,1;-0,6;0;0;105,1;0,059;0,102;0,224;0,038;4;3,1;2,2;9,5;0,028
Maceo Baston;PF;2007;31;47;22;25;0,468;8,6;1;1,6;0,645;0,1;0,1;0,429;0,8;1;0,787;0,4;1,1;1,6;0,3;0,7;0,3;0,4;0,2;1,4;1,4;2,9;-0,9;0;0;100,8;0,146;0,233;0,16;0,439;4,1;2;2,2;6,6;0,036
