PLAYER_NAME;POSITION;YEAR;AGE;GP;W;L;W_PCT;MIN;FGM;FGA;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;PLUS_MINUS;DD2;TD3;DEF_RATING;DREB_PCT;PCT_DREB;PCT_STL;PCT_BLK;OPP_PTS_OFF_TOV;OPP_PTS_2ND_CHANCE;OPP_PTS_FB;OPP_PTS_PAINT;DEF_WS
JaMychal Green;PF;2022;31;67;36;31;0.537;16.2;2.4;4.9;0.486;0.5;1.9;0.266;1.2;1.4;0.871;1.2;3;4.2;0.9;0.9;0.6;0.4;0.5;2.4;1.2;6.4;-1.3;1;0;110.3;0.187;0.268;0.243;0.299;6;3.8;4.3;16.2;0.048
JaVale McGee;C;2022;34;74;57;17;0.77;15.8;3.9;6.2;0.629;0;0.1;0.222;1.4;2;0.699;2.2;4.5;6.7;0.6;1.3;0.3;1.1;0.3;2.4;2.1;9.2;1.6;10;0;104.6;0.266;0.38;0.113;0.57;5.6;3.9;4;15;0.074
Jabari Parker;PF;2022;27;12;4;8;0.333;9.4;1.5;3.2;0.474;0.7;1.3;0.5;0.8;0.8;1;0.4;1.9;2.3;0.5;0.7;0.3;0.1;0.2;1.1;0.4;4.4;-0.6;0;0;104.7;0.18;0.299;0.267;0.083;3;2.9;2.3;10.3;0.044
Jaden McDaniels;PF;2022;21;70;40;30;0.571;25.8;3.6;7.9;0.46;1.1;3.6;0.317;0.8;1;0.803;1.1;3.1;4.2;1.1;1.1;0.7;0.8;0.4;3.2;1.2;9.2;0;0;0;109.3;0.115;0.174;0.163;0.24;8.7;7.7;7;23.4;0.084
Jae Crowder;PF;2022;31;67;54;13;0.806;28.1;3.2;8.1;0.399;1.9;5.4;0.348;1.1;1.3;0.789;0.4;4.8;5.3;1.9;0.8;1.4;0.4;0.1;2.6;1.2;9.4;5.9;1;0;105.9;0.16;0.235;0.265;0.21;7.2;8.1;6.4;26.5;0.119
Jae'Sean Tate;SF;2022;26;78;19;59;0.244;26.4;4.7;9.3;0.498;0.8;2.6;0.312;1.7;2.4;0.707;1.7;3.7;5.4;2.8;1.8;0.9;0.5;0.7;3.7;2.4;11.8;-5.2;7;0;114.2;0.135;0.203;0.244;0.228;11.3;7.8;8.1;28.2;0.047
Jahmi'us Ramsey;SG;2022;20;19;2;17;0.105;7;1.3;3.1;0.414;0.3;0.9;0.278;0.4;0.7;0.5;0.2;0.5;0.7;0.4;0.3;0.1;0.1;0.2;0.5;0.5;3.2;-1.1;0;0;118.5;0.068;0.102;0.071;0.091;2.7;2.4;2.3;7.6;0.004
Jake Layman;SF;2022;28;34;20;14;0.588;6.8;0.9;2.1;0.411;0.2;1;0.229;0.4;0.5;0.722;0.2;0.9;1.1;0.3;0.3;0.2;0.1;0.1;0.4;0.4;2.4;-0.3;0;0;108.7;0.123;0.178;0.167;0.2;2.3;2.1;1.6;6.1;0.024
Jakob Poeltl;C;2022;26;68;30;38;0.441;29;6;9.8;0.618;0;0;1;1.4;2.8;0.495;3.9;5.5;9.3;2.8;1.6;0.7;1.7;0.6;3.1;2.8;13.5;1.7;28;0;111.8;0.184;0.274;0.147;0.554;8;8.7;6.6;30.4;0.072
Jalen Brunson;PG;2022;25;79;50;29;0.633;31.9;6.4;12.8;0.502;1.2;3.2;0.373;2.3;2.7;0.84;0.5;3.4;3.9;4.8;1.6;0.8;0;0.5;1.9;3.4;16.3;2.9;7;0;109.4;0.105;0.153;0.197;0.014;9.1;8.8;7.7;31.3;0.101
Jalen Green;PG;2022;20;67;12;55;0.179;31.9;6.1;14.2;0.426;2.3;6.8;0.343;2.8;3.5;0.797;0.5;2.9;3.4;2.6;2;0.7;0.3;1.4;1.5;2.9;17.3;-7.7;0;0;116.9;0.088;0.134;0.142;0.09;13.8;9.6;10.9;36.5;0.032
Jalen Johnson;SG;2022;20;22;14;8;0.636;5.5;1;1.9;0.537;0.1;0.6;0.231;0.2;0.3;0.714;0.1;1.1;1.2;0.1;0.4;0.1;0.1;0.1;0.4;0.2;2.4;-0.9;0;0;105.8;0.175;0.273;0.143;0.222;1.6;1.8;1.4;5.4;0.024
Jalen McDaniels;SF;2022;24;55;34;21;0.618;16.3;2.2;4.6;0.484;0.7;2;0.38;1;1.3;0.736;0.7;2.4;3.1;1.1;0.7;0.5;0.4;0.1;1.7;1.2;6.2;0.8;1;0;109.1;0.138;0.212;0.155;0.208;5;5.6;4.8;15.1;0.053
Jalen Smith;PF;2022;22;51;29;22;0.569;18.1;3.5;6.9;0.503;0.8;2.4;0.328;1.5;2;0.765;2;4;6;0.5;0.8;0.3;0.8;0.2;1.9;2.2;9.2;0.6;9;0;109.3;0.216;0.318;0.121;0.398;6.3;4.9;5.2;18.7;0.06
Jalen Suggs;PF;2022;20;48;16;32;0.333;27.2;4.1;11.4;0.361;0.9;4.1;0.214;2.6;3.4;0.773;0.5;3;3.6;4.4;3;1.2;0.4;1;3;3.4;11.8;-4.3;2;0;107.8;0.102;0.147;0.301;0.151;9.2;7.9;7.1;23.5;0.102
James Bouknight;PG;2022;21;31;15;16;0.484;9.8;1.6;4.5;0.348;0.5;1.6;0.347;0.9;1;0.871;0.7;1;1.7;0.8;0.5;0.2;0;0.5;0.9;0.7;4.6;-1.6;0;0;114.2;0.09;0.146;0.132;0.029;3.6;3.7;3;9.5;0.018
James Ennis III;SF;2022;31;7;3;4;0.429;7.9;1.6;3.4;0.458;0.4;1.1;0.375;0.6;0.7;0.8;0.7;1;1.7;0.4;0.3;0.3;0.3;0.1;0.7;0.9;4.1;0;0;0;109.2;0.121;0.189;0.2;0.25;2.7;2.3;1.6;8.6;0.027
James Harden;PG;2022;32;65;40;25;0.615;37.2;6.3;15.3;0.41;2.3;6.9;0.33;7.2;8.2;0.877;0.8;6.8;7.7;10.3;4.4;1.3;0.6;1.4;2.4;5.8;22;2.7;42;11;111.4;0.176;0.257;0.218;0.134;13.1;9.7;11.8;37.3;0.099
James Johnson;PF;2022;35;62;30;32;0.484;19.2;2.3;5;0.469;0.4;1.4;0.271;0.5;0.9;0.527;0.8;2.6;3.5;2.1;0.8;0.5;0.5;0.3;2.6;0.8;5.5;-1;1;0;110.5;0.127;0.198;0.18;0.281;6.8;5.9;4.9;17.6;0.055
Jamorko Pickett;C;2022;24;13;4;9;0.308;13.6;1.4;3.8;0.36;1;3;0.333;0.1;0.2;0.5;0.5;2;2.5;0.5;0.4;0;0.5;0.1;0.9;0.2;3.8;0;0;0;108.8;0.141;0.218;0;0.28;5.4;3.9;3.6;15.8;0.047
Jared Butler;PF;2022;21;42;31;11;0.738;8.6;1.5;3.6;0.404;0.7;2.1;0.318;0.3;0.4;0.688;0.1;1;1.1;1.5;0.8;0.4;0.2;0.1;1.1;0.3;3.8;-0.3;0;0;112.6;0.102;0.154;0.321;0.235;3.5;3;1.9;8.9;0.02
Jared Harper;PG;2022;24;5;2;3;0.4;8.6;2.8;5.2;0.538;1;2.4;0.417;0.8;0.8;1;0.4;0;0.4;2.8;0.4;0.8;0.2;0.2;1;0.6;7.4;1.4;0;0;123.5;0;0;0.4;1;1.4;4.4;1.2;8.4;-0.008
Jaren Jackson Jr.;C;2022;22;78;53;25;0.679;27.3;5.5;13.3;0.415;1.6;5.1;0.319;3.6;4.4;0.823;1.5;4.3;5.8;1.1;1.7;0.9;2.3;1.3;3.5;3.6;16.3;4.6;7;0;106;0.145;0.212;0.17;0.545;7.5;7.3;7.6;25.5;0.116
Jarred Vanderbilt;PF;2022;23;74;41;33;0.554;25.4;2.9;4.9;0.587;0;0.2;0.143;1.2;1.8;0.656;2.9;5.5;8.4;1.3;1;1.3;0.6;0.6;2.4;1.8;6.9;2.2;8;0;110.5;0.212;0.319;0.29;0.212;8.4;7.5;8.1;25;0.073
Jarrett Allen;C;2022;24;56;35;21;0.625;32.3;6.6;9.7;0.677;0;0.2;0.1;2.9;4.2;0.708;3.4;7.3;10.8;1.6;1.7;0.8;1.3;0.6;1.7;4.2;16.1;2.4;32;0;106.7;0.213;0.314;0.167;0.449;12.3;8.4;8.4;31.1;0.128
Jarrett Culver;SG;2022;23;37;28;9;0.757;9.1;1.4;3.6;0.378;0.3;1.3;0.255;0.4;0.9;0.471;0.4;0.9;1.3;0.9;0.5;0.5;0.1;0.2;1.1;0.7;3.5;-0.5;0;0;106.6;0.101;0.149;0.26;0.111;2.9;2.4;3;10.3;0.038
Javonte Green;SG;2022;28;65;38;27;0.585;23.4;2.7;5;0.542;0.6;1.6;0.356;1.2;1.5;0.833;1.4;2.8;4.2;0.9;0.5;1;0.5;0.3;2;1.3;7.2;0.3;0;0;112;0.12;0.172;0.29;0.232;7.4;6.5;5.9;24.1;0.058
Javonte Smart;SG;2022;22;17;11;6;0.647;11.8;1.1;3.5;0.317;0.5;1.6;0.296;0.3;0.4;0.833;0.3;1.1;1.4;0.9;0.6;0.4;0.2;0.5;0.7;0.4;3;-2.5;0;0;110.3;0.094;0.132;0.214;0.176;3.2;3.2;3.4;9.2;0.036
Jaxson Hayes;C;2022;21;70;29;41;0.414;20;3.5;5.7;0.616;0.3;0.8;0.351;2.1;2.7;0.766;1.6;2.9;4.5;0.6;0.8;0.5;0.8;0.3;2.2;2.2;9.3;0.3;4;0;109.2;0.146;0.215;0.125;0.43;6.4;5.7;4.2;19;0.066
Jay Huff;C;2022;24;4;0;4;0;5.1;0;0.8;0;0;0.5;0;0;0;0;0.3;0.8;1;0.3;0.3;0.3;0.3;0;0.3;0.3;0;3.8;0;0;52.2;0.111;0.13;0.2;0.333;0.8;0.8;0.5;1;0.109
Jay Scrubb;SG;2022;21;18;8;10;0.444;6.7;1;2.6;0.391;0.3;1.2;0.286;0.4;0.6;0.7;0.1;0.8;0.9;0.4;0.4;0.2;0.2;0;0.5;0.4;2.7;0.9;0;0;98.6;0.1;0.152;0.148;0.176;3;2.3;2.2;7.3;0.048
Jaylen Brown;SG;2022;25;66;43;23;0.652;33.6;8.7;18.4;0.473;2.5;7;0.358;3.7;4.8;0.758;0.8;5.3;6.1;3.5;2.7;1.1;0.3;1.5;2.5;4.3;23.6;6.9;11;2;103.8;0.145;0.211;0.206;0.066;10;8.5;7.8;28.4;0.165
Jaylen Hoard;SF;2022;23;7;2;5;0.286;34.2;6.3;12.9;0.489;1.3;3.6;0.36;0.9;2;0.429;4.3;7.7;12;2.4;1.1;0.9;0.7;1.4;2;1.4;14.7;-12.4;4;0;119.1;0.228;0.333;0.188;0.2;11.6;11.1;11.3;36.6;0.012
Jaylen Nowell;SG;2022;22;62;37;25;0.597;15.7;3.2;6.7;0.475;1;2.6;0.394;1.2;1.5;0.783;0.4;1.6;2;2.1;0.6;0.4;0.2;0.3;1.2;1.1;8.5;1.1;0;0;111.7;0.1;0.147;0.168;0.093;5.2;4.7;4;14.3;0.04
Jayson Tatum;SF;2022;24;76;49;27;0.645;35.9;9.3;20.6;0.453;3;8.6;0.353;5.3;6.2;0.853;1.1;6.9;8;4.4;2.9;1;0.6;1.1;2.3;4.5;26.9;8.8;22;0;103.4;0.18;0.259;0.179;0.146;10.5;9.1;8.5;30.8;0.179
Jeff Dowtin;SF;2022;25;9;4;5;0.444;12;0.9;2.9;0.308;0.1;1;0.111;0.2;0.2;1;0.9;1.1;2;1.1;0.6;0.6;0.1;0;0.6;0.3;2.1;-2.9;0;0;109.6;0.097;0.127;0.238;0.125;4.4;3;3.1;11.6;0.038
Jeff Green;C;2022;35;75;44;31;0.587;24.7;3.7;7.1;0.524;0.7;2.2;0.315;2.2;2.6;0.833;0.5;2.5;3.1;1.3;0.9;0.4;0.4;0.3;2;2.2;10.3;0.8;1;0;111.5;0.1;0.14;0.104;0.181;9;6.1;6.5;25.8;0.064
Jerami Grant;SF;2022;28;47;11;36;0.234;31.9;6.3;14.9;0.426;1.9;5.4;0.358;4.6;5.5;0.838;0.6;3.5;4.1;2.4;1.8;0.9;1;0.6;2.3;3.9;19.2;-4.7;1;0;110.7;0.108;0.159;0.216;0.312;11.2;8.1;6.8;32.2;0.089
Jeremiah Robinson-Earl;PG;2022;21;49;15;34;0.306;22.2;2.7;6.6;0.414;1.2;3.4;0.352;0.8;1.1;0.741;1.5;4.1;5.6;1;0.8;0.6;0.3;0.5;1.5;1;7.5;-4.9;3;0;110.9;0.172;0.25;0.177;0.165;7.7;6.6;5;21.8;0.061
Jeremy Lamb;SG;2022;29;56;23;33;0.411;16.7;2.4;6.2;0.383;1;3;0.324;1.6;1.9;0.84;0.5;2.3;2.8;1.4;0.7;0.6;0.4;0.2;1.1;1.5;7.3;0.4;0;0;109.7;0.134;0.197;0.231;0.206;5.3;4.9;4.1;17.9;0.052
Jericho Sims;SG;2022;23;41;19;22;0.463;13.5;1;1.3;0.722;0;0;0;0.3;0.7;0.414;1.5;2.6;4.1;0.5;0.5;0.3;0.5;0;1.6;0.8;2.2;1.9;1;0;102.9;0.187;0.263;0.145;0.524;4.3;3.2;2.8;12.5;0.071
Jevon Carter;PG;2022;26;66;39;27;0.591;13.7;1.5;3.8;0.387;1;2.6;0.388;0.2;0.3;0.833;0.2;1.5;1.7;1.5;0.5;0.4;0.2;0.1;1;0.3;4.2;-0.8;0;0;110.3;0.097;0.142;0.212;0.147;4.1;3.7;3.4;13.2;0.04
Jimmy Butler;SF;2022;32;57;38;19;0.667;33.9;7;14.5;0.48;0.5;2;0.233;6.9;8;0.87;1.8;4.1;5.9;5.5;2.1;1.6;0.5;0.6;1.5;5.7;21.4;4.3;12;4;108.4;0.125;0.176;0.297;0.237;11.3;8.5;8.1;29.5;0.118
Jock Landale;SF;2022;26;54;24;30;0.444;10.9;1.9;3.8;0.495;0.5;1.6;0.326;0.6;0.8;0.829;1.2;1.4;2.6;0.8;0.6;0.2;0.3;0.2;1;0.9;4.9;-0.3;1;0;109;0.118;0.174;0.115;0.264;4.1;4.1;3;10.9;0.037
Joe Harris;SF;2022;30;14;10;4;0.714;30.2;4;8.9;0.452;2.9;6.3;0.466;0.4;0.4;0.833;0.4;3.6;4;1;1.1;0.5;0.1;0.4;2.2;0.7;11.3;1.1;0;0;105.6;0.109;0.156;0.111;0.056;13.9;8.3;11.5;29;0.133
Joe Ingles;SF;2022;34;45;28;17;0.622;24.9;2.6;6.3;0.404;1.7;5;0.347;0.4;0.5;0.773;0.3;2.6;2.9;3.5;1;0.5;0.1;0.2;1.8;0.6;7.2;4.1;0;0;103.7;0.099;0.14;0.148;0.047;8.6;6.3;6.2;24.3;0.121
Joe Wieskamp;SF;2022;22;29;11;18;0.379;7.1;0.7;1.9;0.357;0.5;1.5;0.326;0.2;0.4;0.538;0.1;0.3;0.5;0.3;0.1;0.1;0.1;0.1;0.5;0.2;2.1;0;0;0;105.1;0.045;0.063;0.148;0.176;1.8;1.8;1.3;6.4;0.032
Joel Embiid;C;2022;28;68;45;23;0.662;33.8;9.8;19.6;0.499;1.4;3.7;0.371;9.6;11.8;0.814;2.1;9.6;11.7;4.2;3.1;1.1;1.5;1.2;2.7;8.5;30.6;5.4;46;2;107.8;0.273;0.394;0.224;0.404;9.5;8.8;10;32.6;0.124
John Collins;PF;2022;24;54;26;28;0.481;30.8;6.3;11.9;0.526;1.2;3.3;0.364;2.5;3.1;0.793;1.7;6.1;7.8;1.8;1.1;0.6;1;0.7;3;3.6;16.2;0.7;16;0;112.7;0.19;0.273;0.148;0.331;9.9;7.7;7.5;28.9;0.068
John Konchar;SG;2022;26;72;48;24;0.667;17.9;1.9;3.6;0.515;0.7;1.8;0.413;0.4;0.7;0.551;1.2;3.4;4.6;1.5;0.4;0.6;0.3;0.1;1.3;0.6;4.8;1.3;3;1;107;0.182;0.263;0.161;0.129;5.1;5;4.8;17.1;0.07
Jonas Valanciunas;PG;2022;30;74;34;40;0.459;30.3;6.9;12.7;0.544;0.8;2.1;0.361;3.2;3.9;0.82;3.1;8.3;11.4;2.6;2.4;0.6;0.8;0.6;3.3;4.1;17.8;0.9;50;0;110.2;0.28;0.385;0.115;0.347;9.7;7.2;7.1;27.5;0.088
Jonathan Kuminga;C;2022;19;70;44;26;0.629;16.9;3.4;6.6;0.513;0.7;2.1;0.336;1.9;2.7;0.684;0.8;2.6;3.3;0.9;1.1;0.4;0.3;0.5;2.1;2;9.3;0.5;2;0;107.5;0.139;0.204;0.156;0.227;6;4.9;4.2;15.8;0.064
Jordan Clarkson;SG;2022;29;79;47;32;0.595;27.1;5.9;14.1;0.419;2.4;7.6;0.318;1.8;2.2;0.828;0.8;2.6;3.5;2.5;1.6;0.8;0.2;0.5;1.9;2.1;16;4.8;1;0;107;0.091;0.13;0.202;0.072;9.1;6.9;6.7;25;0.106
Jordan McLaughlin;PG;2022;26;62;36;26;0.581;14.5;1.4;3.2;0.44;0.4;1.4;0.318;0.5;0.6;0.75;0.4;1.2;1.5;2.9;0.6;0.9;0.2;0.2;0.9;0.8;3.8;0.6;1;0;109;0.075;0.114;0.31;0.089;4.8;4.4;3.5;14.2;0.05
Jordan Nwora;SF;2022;23;62;34;28;0.548;19.1;3;7.5;0.403;1.3;3.7;0.348;0.6;0.7;0.837;0.6;3;3.6;1;0.9;0.4;0.3;0.3;1.3;0.7;7.9;-1.2;3;0;112.5;0.147;0.22;0.138;0.165;6.7;5.7;5.9;19.1;0.045
Jordan Poole;SG;2022;22;76;49;27;0.645;30;6.2;13.9;0.448;2.8;7.6;0.364;3.2;3.5;0.925;0.4;3;3.4;4;2.5;0.8;0.3;0.8;2.7;3;18.5;4.3;2;0;105.5;0.094;0.132;0.154;0.11;10.4;7.5;7.2;27.3;0.131
Jordan Schakel;SG;2022;23;4;1;3;0.25;7.6;0.3;2.8;0.091;0.3;1.5;0.167;0.5;0.5;1;0.5;1.5;2;0;0.3;0.3;0;0.5;0;0.8;1.3;0.5;0;0;93.8;0.188;0.273;0.5;0;3.8;1.5;2.3;5.5;0.061
Jose Alvarado;SG;2022;24;54;25;29;0.463;15.4;2.4;5.4;0.446;0.6;2;0.291;0.7;1;0.679;0.5;1.4;1.9;2.8;0.7;1.3;0.1;0.4;1.4;1;6.1;2.6;1;0;104.8;0.094;0.137;0.394;0.09;4.9;3.7;3.2;13.8;0.072
Josh Christopher;SG;2022;20;74;18;56;0.243;18;3;6.8;0.448;0.8;2.6;0.296;1.1;1.5;0.735;0.7;1.8;2.5;2;1.5;0.9;0.2;0.5;1.3;1.4;7.9;-3.7;0;0;116.1;0.103;0.161;0.284;0.098;8.4;5.7;5.8;21.6;0.022
Josh Giddey;SG;2022;19;54;17;37;0.315;31.5;5.2;12.4;0.419;1;3.9;0.263;1;1.5;0.709;1.8;6;7.8;6.4;3.2;0.9;0.4;0.9;1.6;1.7;12.5;-5.5;16;4;109.4;0.175;0.256;0.188;0.12;10.8;9.5;6.7;31;0.101
Josh Green;SG;2022;21;67;44;23;0.657;15.5;1.9;3.8;0.508;0.4;1.2;0.359;0.5;0.7;0.689;0.8;1.6;2.4;1.2;0.7;0.7;0.2;0.3;1.7;0.8;4.8;1;1;0;103.8;0.105;0.151;0.278;0.161;5.4;4.1;3.6;15.7;0.079
Josh Hart;SF;2022;27;54;20;34;0.37;33.2;5.3;10.5;0.504;1.4;3.9;0.343;3;3.9;0.758;1.1;6;7.2;4.1;2.1;1.1;0.2;0.7;2.8;3.2;14.9;-3.7;12;0;113.2;0.183;0.26;0.21;0.102;12;7.9;8.8;31.1;0.069
Josh Jackson;SG;2022;25;51;12;39;0.235;16.3;2.4;5.9;0.4;0.6;2.5;0.254;1.1;1.5;0.714;0.4;2.4;2.8;1.1;0.9;0.5;0.4;0.4;1.7;1.5;6.4;-3.1;0;0;112.2;0.149;0.231;0.181;0.232;6.8;4.2;3.7;17.1;0.039
Josh Okogie;SG;2022;23;49;23;26;0.469;10.5;0.9;2.1;0.404;0.3;1;0.298;0.7;1;0.686;0.6;0.8;1.4;0.5;0.5;0.5;0.2;0.2;1.1;1.1;2.7;0.8;0;0;101.6;0.077;0.117;0.265;0.182;3.7;2.8;2.7;9;0.059
Josh Richardson;SG;2022;28;65;38;27;0.585;24.6;3.6;8.2;0.438;1.6;3.8;0.415;1.5;1.7;0.889;0.6;2.2;2.8;1.8;1;0.9;0.4;0.4;1.8;1.4;10.2;2.1;0;0;107.8;0.087;0.13;0.221;0.158;8.3;6.6;5.2;22.9;0.088
Joshua Primo;SG;2022;19;50;22;28;0.44;19.3;2;5.4;0.374;0.8;2.7;0.307;0.9;1.2;0.746;0.6;1.6;2.3;1.6;1.1;0.4;0.5;0.2;1.6;1.3;5.8;-1.6;0;0;111.2;0.079;0.119;0.139;0.232;6.8;6.6;5.5;19.5;0.052
Jrue Holiday;PG;2022;31;67;47;20;0.701;32.9;7.1;14.2;0.501;2;4.8;0.411;2;2.7;0.761;1;3.5;4.5;6.8;2.7;1.6;0.4;0.6;2;2.3;18.3;6.4;12;0;109.7;0.1;0.136;0.287;0.164;10.5;8.5;7;28.3;0.103
Juan Toscano-Anderson;SG;2022;29;73;51;22;0.699;13.6;1.6;3.2;0.489;0.4;1.2;0.322;0.5;1;0.571;0.4;2;2.4;1.7;0.9;0.7;0.2;0.3;1.6;0.8;4.1;0.6;0;0;106.9;0.143;0.208;0.27;0.193;5.3;4.1;3.3;11.6;0.054
Juancho Hernangomez;SG;2022;26;40;20;20;0.5;11.1;1.1;2.7;0.415;0.6;1.7;0.348;0.5;0.9;0.559;0.7;1.8;2.5;0.5;0.4;0.4;0.3;0.2;0.6;0.5;3.3;-0.1;0;0;113.3;0.155;0.23;0.23;0.213;4.2;4.2;3.3;10.8;0.023
Julius Randle;PF;2022;27;72;32;40;0.444;35.3;7.1;17.3;0.411;1.7;5.4;0.308;4.2;5.6;0.756;1.7;8.2;9.9;5.1;3.4;0.7;0.5;0.9;2.8;4.6;20.1;-2.3;31;1;111.6;0.225;0.323;0.159;0.146;11.8;9.1;10.1;33;0.091
Justin Anderson;PF;2022;28;16;3;13;0.188;19.7;2.3;5.9;0.379;0.9;3.7;0.254;0.9;1.2;0.789;0.3;2.6;2.9;2.1;0.5;0.5;0.4;0.3;1.4;0.9;6.4;-0.9;0;0;116.9;0.142;0.226;0.138;0.214;6.8;5.8;5.9;21.3;0.02
Justin Champagnie;PF;2022;20;36;21;15;0.583;7.8;0.9;1.9;0.463;0.3;0.8;0.357;0.3;0.3;1;1;1;2;0.3;0.2;0.2;0.1;0.1;0.9;0.3;2.3;1.4;0;0;108;0.126;0.189;0.16;0.167;2.4;2.1;2;6.9;0.029
Justin Holiday;SG;2022;33;74;25;49;0.338;27.8;3.5;8.9;0.394;2.4;6.5;0.367;0.7;0.8;0.806;0.4;2.2;2.6;1.7;0.9;0.8;0.4;0.2;2.1;1.1;10.1;-2.8;0;0;113.9;0.08;0.114;0.2;0.155;9.4;7.4;7.9;28.5;0.052
Justin Jackson;SF;2022;27;7;6;1;0.857;5.2;0.7;2.1;0.333;0.4;1.3;0.333;0.3;0.3;1;0.1;0.9;1;0.3;0.1;0;0;0;0.4;0.1;2.1;-1.9;0;0;100;0.167;0.222;0;0;1.3;1;1.6;2.9;0.032
Justin Robinson;PG;2022;24;25;13;12;0.52;12.1;1.1;3.7;0.301;0.7;2.4;0.295;0.2;0.3;0.5;0.2;0.7;0.8;1.3;0.7;0.4;0;0;1.1;0.8;3.1;-4.9;0;0;111.3;0.051;0.082;0.209;0.043;5.2;3.5;3.8;13.3;0.034
Justise Winslow;SF;2022;26;48;24;24;0.5;16.1;2.3;5.4;0.428;0.3;1.4;0.227;0.8;1.4;0.591;1;3.2;4.2;1.8;1;0.7;0.5;0.5;1.4;1.1;5.7;0.6;2;0;105.9;0.177;0.266;0.252;0.305;5.6;4.8;4.8;15.6;0.071
Jusuf Nurkic;SF;2022;27;56;25;31;0.446;28.2;5.7;10.7;0.535;0.3;1;0.268;3.3;4.8;0.69;3;8.1;11.1;2.8;2.6;1.1;0.6;0.8;3.4;4.4;15;0.2;30;0;110.1;0.283;0.389;0.248;0.219;9.1;6.1;8;25.9;0.084
KZ Okpala;PF;2022;23;21;14;7;0.667;11.6;1.4;3.3;0.435;0.4;1.2;0.346;0.4;0.5;0.727;0.5;1.4;2;0.7;0.2;0.2;0.3;0.1;1.2;0.5;3.7;0.3;0;0;104.2;0.118;0.174;0.121;0.35;4;3.1;3;8.9;0.055
Karl-Anthony Towns;C;2022;26;74;44;30;0.595;33.5;8.7;16.4;0.529;2;4.9;0.41;5.2;6.3;0.822;2.6;7.2;9.8;3.6;3.1;1;1.1;1.2;3.6;5.8;24.6;3.7;40;1;111.6;0.21;0.312;0.164;0.312;11;9.5;10.5;33.2;0.085
Keifer Sykes;SF;2022;28;32;6;26;0.188;17.7;2.2;5.9;0.363;0.8;2.8;0.3;0.5;0.5;0.882;0.3;1.2;1.4;1.9;1;0.4;0.1;0.2;1.6;0.5;5.6;-2.2;0;0;112.9;0.069;0.107;0.15;0.069;6.5;4.7;4.3;18.9;0.038
Keita Bates-Diop;SF;2022;26;59;23;36;0.39;16.2;2.3;4.5;0.517;0.3;0.9;0.309;0.8;1;0.754;1.1;2.9;3.9;0.7;0.8;0.5;0.2;0.4;1;0.8;5.7;0.1;1;0;106.2;0.163;0.234;0.19;0.154;5.8;5.2;3.8;16.5;0.068
Kelan Martin;SF;2022;26;30;14;16;0.467;15;2.3;5.7;0.409;0.7;2.5;0.293;0.3;0.4;0.692;0.6;1.3;1.8;0.7;0.5;0.4;0.3;0.3;1.2;0.3;5.7;-1.8;0;0;108.6;0.086;0.128;0.194;0.184;5;4.4;3.8;15.9;0.051
Keldon Johnson;SF;2022;22;75;33;42;0.44;31.9;6.3;13.5;0.466;2.1;5.3;0.398;2.4;3.1;0.756;1.1;5;6.1;2.1;1.2;0.8;0.2;0.8;2;2.5;17;1;6;0;111.1;0.148;0.219;0.157;0.056;9.2;9.3;7.8;33.5;0.087
Keljin Blevins;SF;2022;26;31;4;27;0.129;11.3;1.1;3.6;0.306;0.7;2.3;0.292;0.2;0.4;0.545;0.5;0.9;1.5;0.6;0.5;0.4;0;0.2;0.9;0.2;3.1;-6.7;0;0;124.9;0.09;0.147;0.206;0.036;4.6;4.8;3.4;12;-0.015
Kelly Olynyk;PF;2022;31;40;13;27;0.325;19.1;3.2;7.2;0.448;1;3;0.336;1.7;2.2;0.775;1.4;3.1;4.4;2.8;1.5;0.8;0.5;0.3;2.5;2.7;9.1;-1.8;1;0;113.3;0.17;0.262;0.214;0.257;7.3;5.3;4.6;20;0.04
Kelly Oubre Jr.;SF;2022;26;76;39;37;0.513;26.3;5.4;12.3;0.44;2.5;7.3;0.345;1.7;2.5;0.667;1;2.9;4;1.1;0.9;1;0.4;0.6;2.5;2.1;15;-0.3;1;0;112.4;0.106;0.162;0.219;0.143;8.8;8;7.6;25.9;0.061
Kemba Walker;PG;2022;32;37;16;21;0.432;25.6;4;10;0.403;2;5.4;0.367;1.6;1.9;0.845;0.4;2.6;3;3.5;1.3;0.7;0.2;0.4;1;2.5;11.6;-4.9;1;1;114.5;0.099;0.145;0.218;0.069;9.1;7.1;8;24.6;0.045
Kenrich Williams;PF;2022;27;49;17;32;0.347;21.9;3;6.5;0.461;0.8;2.5;0.339;0.6;1.1;0.545;1.5;3;4.5;2.2;0.9;0.9;0.2;0.4;1.7;1.5;7.4;0.5;0;0;100.3;0.123;0.183;0.263;0.097;7.1;5.4;3.3;19.1;0.128
Kent Bazemore;SF;2022;32;39;16;23;0.41;14;1.2;3.6;0.324;0.7;2.1;0.363;0.3;0.4;0.765;0.3;1.4;1.8;0.9;0.5;0.6;0.2;0;1.8;0.6;3.4;-3;0;0;108.7;0.097;0.148;0.236;0.153;4.7;4.7;3.7;13.6;0.049
